801,1
802,1
803,1
804,0
805,2
806,0
807,2
808,3
809,1
810,2
811,0
812,1
813,0
814,0
815,0
816,2
817,1
818,0
819,1
820,0
821,1
822,0
823,0
824,0
825,0
826,2
827,2
828,2
829,1
830,1
831,0
832,0
833,0
834,0
835,0
836,1
837,0
838,1
839,0
840,2
841,1
842,1
843,0
844,0
845,0
846,2
847,1
848,1
849,2
850,0
851,0
852,1
853,3
854,1
855,0
856,2
857,0
858,1
859,2
860,1
861,0
862,0
863,1
864,0
865,0
866,0
867,1
868,0
869,2
870,0
871,0
872,0
873,1
874,0
875,0
876,1
877,0
878,0
879,0
880,0
881,2
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,1
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,1
898,0
899,0
900,0
901,0
902,1
903,0
904,1
905,0
906,0
907,1
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,1
918,0
919,0
920,1
921,0
922,1
923,2
924,0
925,0
926,0
927,2
928,1
929,0
930,0
931,0
932,0
933,1
934,2
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,2
946,0
947,1
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,1
962,0
963,1
964,0
965,0
966,0
967,0
968,1
969,0
970,0
971,0
972,0
973,0
974,1
975,0
976,0
977,1
978,0
979,1
980,0
981,0
982,0
983,0
984,1
985,1
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,2
994,1
995,1
996,0
997,0
998,0
999,1
1000,0
1001,1
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,1
1020,0
1021,0
1022,0
1023,266
